   0.13724,   0.33353,   0.43458,   0.41938,   0.28995,   0.39639,   0.50177,   0.25355,   0.23522,   0.41641,   0.48186,   0.33407,   0.31969,   0.47646,   0.45503,   0.16268,   0.36202,   0.45779,   0.42082,   0.31800,   0.40496,   0.51638,   0.27023,   0.26409,   0.42864,   0.44405,   0.34236,   0.35861,   0.51611,   0.38110,   0.18747,   0.37774,   0.47222,   0.37098,   0.33416,   0.41863,   0.50579,   0.30506,   0.29056,   0.43563,   0.41806,   0.35128,   0.37751,   0.53531,   0.35567,   0.22015,   0.39377,   0.48745,   0.34924,   0.35805,   0.42918,   0.47765,   0.28773,   0.31164,   0.44119,   0.40909,   0.33692,   0.37554,   0.55275,   0.32409,   0.21849,   0.40574,   0.48165,   0.34327,   0.35967,   0.47296,   0.46749,   0.26730,   0.33123,   0.44450,   0.39813,   0.35870,   0.39031,   0.52904,   0.29809,   0.24313,   0.41680,   0.47649,   0.34049,   0.36582,   0.49644,   0.44131,   0.21819,   0.35166,   0.44976,   0.38597,   0.33723,   0.40701,   0.54014,   0.27331,   0.26713,   0.43218,   0.47153,   0.34873,   0.36495,   0.51741,   0.41312,   0.25146,   0.36707,   0.46205
   0.33353,   0.11887,   0.25385,   0.57120,   0.36639,   0.16825,   0.41244,   0.45760,   0.17367,   0.18765,   0.46886,   0.54829,   0.15362,   0.28194,   0.53260,   0.29705,   0.13373,   0.30373,   0.57563,   0.38527,   0.19566,   0.47047,   0.47266,   0.15569,   0.21109,   0.46652,   0.53233,   0.17816,   0.34333,   0.52066,   0.31400,   0.14294,   0.34184,   0.56131,   0.32395,   0.19299,   0.49720,   0.50304,   0.14008,   0.22708,   0.48915,   0.51980,   0.17906,   0.37527,   0.50992,   0.27548,   0.15754,   0.38254,   0.55566,   0.30756,   0.20749,   0.50072,   0.46722,   0.13433,   0.24388,   0.51751,   0.49270,   0.16088,   0.40821,   0.50861,   0.23493,   0.16989,   0.41394,   0.55514,   0.26677,   0.26413,   0.52556,   0.44329,   0.13209,   0.25748,   0.54237,   0.46726,   0.16670,   0.41550,   0.49010,   0.21542,   0.18626,   0.44384,   0.55255,   0.22887,   0.30175,   0.51910,   0.36998,   0.13590,   0.27706,   0.56438,   0.40430,   0.17997,   0.46946,   0.46912,   0.19781,   0.20978,   0.47574,   0.54191,   0.20760,   0.33792,   0.52082,   0.37041,   0.14173,   0.31422
   0.43458,   0.25385,   0.12541,   0.50720,   0.42883,   0.21520,   0.29977,   0.47111,   0.33568,   0.16602,   0.35601,   0.51733,   0.28011,   0.19487,   0.45737,   0.41209,   0.23832,   0.16890,   0.51455,   0.43491,   0.20963,   0.36247,   0.47722,   0.31138,   0.15424,   0.36299,   0.50909,   0.27485,   0.23988,   0.46171,   0.41600,   0.21853,   0.20448,   0.51218,   0.39216,   0.18228,   0.39542,   0.48465,   0.29115,   0.14764,   0.40106,   0.50396,   0.26387,   0.26123,   0.46771,   0.38985,   0.20615,   0.24457,   0.51483,   0.37803,   0.17200,   0.40683,   0.46957,   0.27892,   0.14144,   0.44047,   0.49112,   0.23760,   0.28521,   0.47514,   0.36801,   0.18964,   0.28316,   0.51626,   0.34971,   0.20963,   0.44127,   0.46170,   0.26250,   0.13604,   0.47682,   0.47674,   0.22177,   0.29502,   0.47042,   0.35264,   0.17833,   0.32346,   0.51766,   0.32149,   0.22631,   0.44196,   0.43584,   0.24837,   0.14266,   0.51179,   0.44051,   0.21332,   0.35389,   0.46759,   0.33303,   0.17005,   0.36555,   0.51260,   0.29946,   0.24449,   0.45101,   0.42961,   0.23470,   0.17414
   0.41938,   0.57120,   0.50720,   0.17430,   0.37690,   0.57700,   0.39769,   0.26356,   0.54069,   0.55336,   0.32400,   0.17834,   0.57560,   0.51622,   0.23409,   0.44162,   0.57655,   0.48207,   0.18976,   0.36364,   0.56717,   0.35837,   0.24734,   0.55336,   0.54541,   0.29688,   0.19826,   0.55530,   0.49564,   0.19242,   0.42797,   0.57180,   0.44791,   0.16704,   0.41478,   0.55927,   0.32068,   0.20257,   0.56434,   0.53723,   0.25635,   0.21456,   0.55776,   0.47712,   0.20638,   0.45225,   0.57039,   0.42090,   0.16637,   0.43193,   0.55221,   0.28977,   0.23761,   0.57072,   0.52808,   0.22602,   0.25062,   0.57980,   0.45872,   0.18515,   0.49058,   0.56422,   0.38297,   0.17111,   0.46690,   0.53885,   0.25519,   0.26921,   0.57341,   0.51652,   0.19652,   0.27576,   0.57600,   0.42823,   0.21054,   0.50706,   0.55937,   0.34880,   0.17906,   0.50249,   0.52255,   0.24046,   0.35735,   0.57580,   0.50962,   0.17022,   0.33909,   0.57579,   0.38685,   0.24053,   0.51955,   0.55603,   0.31558,   0.19817,   0.53006,   0.50601,   0.21626,   0.34965,   0.57477,   0.47717
   0.28995,   0.36639,   0.42883,   0.37690,   0.27983,   0.39999,   0.45071,   0.31206,   0.31218,   0.42211,   0.44168,   0.29370,   0.34219,   0.44688,   0.40320,   0.28766,   0.38784,   0.44313,   0.37488,   0.29260,   0.41487,   0.45324,   0.30639,   0.32708,   0.43159,   0.41097,   0.28778,   0.36090,   0.47015,   0.35096,   0.28992,   0.40093,   0.44831,   0.33372,   0.30039,   0.41719,   0.44305,   0.29932,   0.33976,   0.43416,   0.38722,   0.28494,   0.37415,   0.47942,   0.34446,   0.29281,   0.41162,   0.45554,   0.31385,   0.31248,   0.42328,   0.42543,   0.29318,   0.35305,   0.43632,   0.37736,   0.28486,   0.38786,   0.49125,   0.31962,   0.29927,   0.41857,   0.44683,   0.30744,   0.32239,   0.44315,   0.41529,   0.28965,   0.36620,   0.43575,   0.36433,   0.28455,   0.39893,   0.47184,   0.31425,   0.30896,   0.42465,   0.43835,   0.30140,   0.33523,   0.45503,   0.39537,   0.28863,   0.38076,   0.44051,   0.34949,   0.28948,   0.41321,   0.47534,   0.30880,   0.32075,   0.43601,   0.43066,   0.29832,   0.35283,   0.46803,   0.37430,   0.28841,   0.39251,   0.44492
   0.39639,   0.16825,   0.21520,   0.57700,   0.39999,   0.12405,   0.36852,   0.48765,   0.24508,   0.16721,   0.44830,   0.57310,   0.16312,   0.22008,   0.52244,   0.36338,   0.16201,   0.26472,   0.58297,   0.41725,   0.15251,   0.43813,   0.50256,   0.22057,   0.18110,   0.45375,   0.55769,   0.17374,   0.28300,   0.52528,   0.37997,   0.16015,   0.30551,   0.57726,   0.34313,   0.13905,   0.47197,   0.52736,   0.19975,   0.19178,   0.48476,   0.54379,   0.16488,   0.31772,   0.52009,   0.33963,   0.16018,   0.34698,   0.57632,   0.32117,   0.14985,   0.48290,   0.49821,   0.18824,   0.20323,   0.51899,   0.52085,   0.13989,   0.35509,   0.52636,   0.30390,   0.16154,   0.38355,   0.57693,   0.27582,   0.20554,   0.51440,   0.48053,   0.17704,   0.21346,   0.54864,   0.49004,   0.13458,   0.37015,   0.51165,   0.28113,   0.16812,   0.41945,   0.57615,   0.23305,   0.24183,   0.51316,   0.42178,   0.16919,   0.23284,   0.57709,   0.43012,   0.14140,   0.43280,   0.49717,   0.26044,   0.18215,   0.45729,   0.56379,   0.20651,   0.27850,   0.52114,   0.41994,   0.16498,   0.27205
   0.50177,   0.41244,   0.29977,   0.39769,   0.45071,   0.36852,   0.27806,   0.44085,   0.46291,   0.34746,   0.33386,   0.43716,   0.41769,   0.29787,   0.34385,   0.49022,   0.40209,   0.30254,   0.41065,   0.44875,   0.36465,   0.30638,   0.43958,   0.44740,   0.33586,   0.34888,   0.43762,   0.39814,   0.29762,   0.36875,   0.48666,   0.39074,   0.30393,   0.42032,   0.42789,   0.33612,   0.31630,   0.42334,   0.43480,   0.32809,   0.36891,   0.43580,   0.39019,   0.28959,   0.38929,   0.46880,   0.38113,   0.30704,   0.43128,   0.41968,   0.32554,   0.32171,   0.43060,   0.42845,   0.31938,   0.38518,   0.44542,   0.38636,   0.28491,   0.40527,   0.47030,   0.36910,   0.31664,   0.43524,   0.41103,   0.33321,   0.33609,   0.44236,   0.41721,   0.30849,   0.39987,   0.43442,   0.37266,   0.29015,   0.41715,   0.46132,   0.35857,   0.32952,   0.43987,   0.40434,   0.32447,   0.34448,   0.46733,   0.40856,   0.30666,   0.41505,   0.43682,   0.36732,   0.30365,   0.43407,   0.44913,   0.35118,   0.34609,   0.44057,   0.40272,   0.31586,   0.35998,   0.45448,   0.40126,   0.30420
   0.25355,   0.45760,   0.47111,   0.26356,   0.31206,   0.48765,   0.44085,   0.19500,   0.38928,   0.48531,   0.39593,   0.20500,   0.45054,   0.50072,   0.30447,   0.28230,   0.47255,   0.47185,   0.26940,   0.31632,   0.48643,   0.42095,   0.19998,   0.41268,   0.48903,   0.35037,   0.22269,   0.45704,   0.51064,   0.22393,   0.28932,   0.47981,   0.46731,   0.21956,   0.35768,   0.49120,   0.38857,   0.19281,   0.43441,   0.48940,   0.30365,   0.23865,   0.46829,   0.51205,   0.22015,   0.32384,   0.48527,   0.46192,   0.20008,   0.38055,   0.49297,   0.35311,   0.21158,   0.44848,   0.48818,   0.27795,   0.25442,   0.48260,   0.51369,   0.18704,   0.34993,   0.48908,   0.43454,   0.20123,   0.40356,   0.50541,   0.32344,   0.22420,   0.45844,   0.48425,   0.25138,   0.28169,   0.48658,   0.47616,   0.18924,   0.37253,   0.49139,   0.40675,   0.20545,   0.42971,   0.51024,   0.29510,   0.25699,   0.46882,   0.48290,   0.22616,   0.31136,   0.49506,   0.45638,   0.19978,   0.39418,   0.49847,   0.38170,   0.22362,   0.44649,   0.51398,   0.26174,   0.27348,   0.47714,   0.47628
   0.23522,   0.17367,   0.33568,   0.54069,   0.31218,   0.24508,   0.46291,   0.38928,   0.13430,   0.28188,   0.49042,   0.48702,   0.17387,   0.36512,   0.52795,   0.20766,   0.19916,   0.37275,   0.54110,   0.33797,   0.27317,   0.50729,   0.40317,   0.14026,   0.30427,   0.47656,   0.47210,   0.21521,   0.42264,   0.49539,   0.23156,   0.21992,   0.40316,   0.51472,   0.29435,   0.28016,   0.52264,   0.44178,   0.14426,   0.31764,   0.48403,   0.46137,   0.22896,   0.44948,   0.47302,   0.20925,   0.24096,   0.43344,   0.50211,   0.29094,   0.29674,   0.51496,   0.40347,   0.15788,   0.33107,   0.50022,   0.43330,   0.22192,   0.47945,   0.46120,   0.17709,   0.26061,   0.45374,   0.49786,   0.26325,   0.35210,   0.52830,   0.37312,   0.17210,   0.33981,   0.51277,   0.41573,   0.23734,   0.47530,   0.43405,   0.17139,   0.27855,   0.47143,   0.49288,   0.24086,   0.38634,   0.51453,   0.29006,   0.19057,   0.35358,   0.52259,   0.35834,   0.25809,   0.51594,   0.40538,   0.17282,   0.30403,   0.49150,   0.48399,   0.23247,   0.41976,   0.50615,   0.30159,   0.20883,   0.38210
   0.41641,   0.18765,   0.16602,   0.55336,   0.42211,   0.16721,   0.34746,   0.48531,   0.28188,   0.12579,   0.41625,   0.54715,   0.22590,   0.20398,   0.50226,   0.38570,   0.16939,   0.21419,   0.55500,   0.43030,   0.16917,   0.41309,   0.49308,   0.25435,   0.13512,   0.42212,   0.53523,   0.22659,   0.26137,   0.50226,   0.39407,   0.15552,   0.25874,   0.54937,   0.37733,   0.14951,   0.44837,   0.50993,   0.22979,   0.14192,   0.45446,   0.52717,   0.21448,   0.29306,   0.50117,   0.36092,   0.14661,   0.30388,   0.54814,   0.35989,   0.14795,   0.45851,   0.48686,   0.21414,   0.15312,   0.48949,   0.50882,   0.18495,   0.32679,   0.50652,   0.33168,   0.13948,   0.34583,   0.54831,   0.32273,   0.19629,   0.49027,   0.47245,   0.19639,   0.16348,   0.52122,   0.48971,   0.17257,   0.34170,   0.49681,   0.31021,   0.13585,   0.38521,   0.54787,   0.28513,   0.22517,   0.48834,   0.42823,   0.18147,   0.18192,   0.55006,   0.44147,   0.16849,   0.40441,   0.48747,   0.28921,   0.14321,   0.42660,   0.54021,   0.25839,   0.25719,   0.49585,   0.42366,   0.16963,   0.22339
